,2015-07-29 06:00:00,2015-07-29 09:00:00,2015-07-29 12:00:00,2015-07-29 15:00:00,2015-07-29 18:00:00,2015-07-29 21:00:00,2015-07-30 00:00:00,2015-07-30 03:00:00,2015-07-30 06:00:00
DWPC,22.08,21.98,22.98,25.52,25.85,21.34,19.84,15.08,12.73
HCLD,50.0,69.0,77.0,84.0,82.0,99.0,97.0,28.0,0.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,8.84,1.17,0.67,0.01,0.01,0.01,0.0,0.0
PRES,987.0,986.7,987.1,987.9,988.1,988.3,989.1,991.0,990.8
TMPC,24.34,23.44,24.44,29.14,31.04,29.24,25.34,20.24,18.24
UWND,-1.9,-0.6,1.5,4.4,3.1,1.7,2.5,1.5,1.7
VWND,2.6,3.5,3.6,0.0,-4.4,-5.3,-4.2,-3.6,-2.8
WSPD,3.2202484376209237,3.5510561809129406,3.9,4.4,5.3823786563191565,5.565968020030298,4.887739763939975,3.9,3.27566787083184
