,2012-05-31 06:00:00,2012-05-31 09:00:00,2012-05-31 12:00:00,2012-05-31 15:00:00,2012-05-31 18:00:00,2012-05-31 21:00:00,2012-06-01 00:00:00,2012-06-01 03:00:00,2012-06-01 06:00:00
DWPC,10.86,9.67,8.6,10.07,12.95,11.33,7.27,8.48,7.68
HCLD,0.0,29.0,87.0,99.0,99.0,99.0,99.0,72.0,0.0
LCLD,0.0,0.0,0.0,0.0,54.0,97.0,99.0,92.0,90.0
MCLD,0.0,0.0,0.0,65.0,97.0,97.0,65.0,2.0,2.0
PRCP,0.0,0.0,0.0,0.0,3.35,8.97,5.57,0.12,0.17
PRES,985.4,985.5,985.3,983.9,981.8,980.6,980.5,981.7,981.5
TMPC,12.44,11.14,11.64,14.44,14.84,12.04,8.44,9.24,8.44
UWND,-2.8,-2.6,-3.8,-4.7,-4.2,-1.1,-2.7,0.7,1.3
VWND,-0.2,-1.8,-0.5,-1.2,-2.0,-6.9,-5.5,-5.1,-4.9
WSPD,2.80713376952364,3.1622776601683795,3.83275357934736,4.850773134253962,4.651881339845203,6.987131027825369,6.126989472816156,5.1478150704934995,5.069516742254631
