,2016-10-04 06:00:00,2016-10-04 09:00:00,2016-10-04 12:00:00,2016-10-04 15:00:00,2016-10-04 18:00:00,2016-10-04 21:00:00,2016-10-05 00:00:00,2016-10-05 03:00:00,2016-10-05 06:00:00
DWPC,11.53,11.83,11.83,13.38,13.67,14.13,14.72,14.46,13.88
HCLD,0.0,0.0,6.0,55.0,79.0,49.0,49.0,5.0,-9999.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,990.5,989.8,990.1,990.6,989.3,987.4,987.3,988.2,987.7
TMPC,13.64,13.04,12.64,18.44,23.14,23.64,18.54,16.94,16.64
UWND,-1.7,-2.1,-2.5,-2.9,-3.2,-2.8,-2.2,-2.1,-2.2
VWND,1.8,1.5,1.6,2.8,4.7,5.1,2.5,2.8,3.2
WSPD,2.4758836806279896,2.5806975801127883,2.968164415931166,4.031128874149275,5.6859475903318,5.818075283115542,3.3301651610693423,3.5,3.88329756778952
