,2016-05-02 06:00:00,2016-05-02 09:00:00,2016-05-02 12:00:00,2016-05-02 15:00:00,2016-05-02 18:00:00,2016-05-02 21:00:00,2016-05-03 00:00:00,2016-05-03 03:00:00,2016-05-03 06:00:00
DWPC,11.05,10.36,8.48,8.29,8.42,8.35,7.67,7.18,6.5
HCLD,-9999.0,0.0,0.0,62.0,34.0,0.0,0.0,0.0,0.0
LCLD,2.0,89.0,91.0,99.0,95.0,97.0,91.0,92.0,98.0
MCLD,0.0,0.0,0.0,66.0,92.0,91.0,3.0,0.0,0.0
PRCP,0.0,0.05,0.08,0.16,0.16,0.37,0.08,0.12,0.06
PRES,985.2,985.6,986.9,988.1,987.5,986.7,986.6,987.8,988.0
TMPC,11.54,11.74,10.04,10.84,11.24,11.04,10.04,8.84,8.44
UWND,1.3,0.7,-1.0,-0.7,-0.3,0.9,-0.4,-0.4,0.1
VWND,-3.1,-5.0,-4.8,-3.6,-4.3,-4.4,-5.2,-5.6,-5.2
WSPD,3.361547262794322,5.048762224545735,4.903060268852505,3.66742416417845,4.310452412450461,4.491102314577124,5.215361924162119,5.61426753904728,5.200961449578338
