,2010-08-10 06:00:00,2010-08-10 09:00:00,2010-08-10 12:00:00,2010-08-10 15:00:00,2010-08-10 18:00:00,2010-08-10 21:00:00,2010-08-11 00:00:00,2010-08-11 03:00:00,2010-08-11 06:00:00
DWPC,18.62,17.97,23.2,22.66,22.24,21.78,26.08,24.18,23.38
HCLD,85.0,58.0,76.0,98.0,58.0,25.0,55.0,89.0,99.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,26.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,3.47,1.36,0.0,0.0,1.35,0.58,2.65
PRES,985.4,985.4,986.6,987.5,986.4,984.7,984.9,985.6,985.7
TMPC,26.74,24.84,25.24,29.94,35.84,37.14,29.64,26.14,25.34
UWND,0.4,0.8,0.1,-0.6,0.5,1.9,0.4,-1.6,-1.6
VWND,2.3,2.3,0.2,1.4,2.7,1.1,-2.6,-1.2,-1.3
WSPD,2.33452350598575,2.435159132377184,0.223606797749979,1.5231546211727816,2.7459060435491964,2.195449840010015,2.6305892875931813,2.0,2.0615528128088303
