,2014-06-26 06:00:00,2014-06-26 09:00:00,2014-06-26 12:00:00,2014-06-26 15:00:00,2014-06-26 18:00:00,2014-06-26 21:00:00,2014-06-27 00:00:00,2014-06-27 03:00:00,2014-06-27 06:00:00
DWPC,15.42,15.21,17.82,20.02,19.55,19.62,20.88,18.22,17.67
HCLD,24.0,45.0,77.0,53.0,21.0,5.0,15.0,41.0,59.0
LCLD,0.0,0.0,0.0,1.0,-9999.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.36,0.01,0.01,0.0
PRES,989.7,988.7,989.9,990.4,989.2,987.8,987.3,988.5,988.6
TMPC,16.74,16.24,19.84,24.94,27.54,27.44,25.54,20.64,18.94
UWND,-0.6,-1.3,-1.1,-1.3,-1.5,-1.5,-1.5,-2.7,-2.9
VWND,-1.0,0.1,-0.1,-0.4,0.8,0.1,0.8,0.2,0.2
WSPD,1.16619037896906,1.3038404810405297,1.104536101718726,1.3601470508735443,1.7,1.5033296378372907,1.7,2.7073972741361767,2.9068883707497264
