,2012-03-28 06:00:00,2012-03-28 09:00:00,2012-03-28 12:00:00,2012-03-28 15:00:00,2012-03-28 18:00:00,2012-03-28 21:00:00,2012-03-29 00:00:00,2012-03-29 03:00:00,2012-03-29 06:00:00
DWPC,14.79,15.21,14.14,12.07,6.33,5.81,7.95,7.11,6.41
HCLD,55.0,72.0,4.0,0.0,12.0,26.0,0.0,0.0,0.0
LCLD,0.0,50.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0
MCLD,4.0,17.0,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,985.6,984.8,985.6,987.1,987.5,986.0,986.9,989.0,989.9
TMPC,16.14,16.24,14.64,18.54,21.14,21.34,17.34,14.14,11.74
UWND,4.0,4.6,4.0,3.5,4.7,5.3,2.5,0.6,-1.3
VWND,4.4,2.8,0.5,-2.7,-3.2,-2.8,-2.1,-3.0,-3.2
WSPD,5.946427498927402,5.385164807134504,4.031128874149275,4.420407221060069,5.6859475903318,5.994163828258284,3.2649655434629015,3.059411708155671,3.453983207834109
