,2012-02-16 06:00:00,2012-02-16 09:00:00,2012-02-16 12:00:00,2012-02-16 15:00:00,2012-02-16 18:00:00,2012-02-16 21:00:00,2012-02-17 00:00:00,2012-02-17 03:00:00,2012-02-17 06:00:00
DWPC,2.24,2.49,2.56,2.11,1.64,1.28,-0.31,-1.86,-2.6
HCLD,33.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,84.0,95.0,31.0,68.0,92.0,43.0,1.0,0.0,0.0
MCLD,73.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,5.33,0.22,0.05,0.06,0.0,0.0,0.0,0.0
PRES,986.8,987.2,987.7,990.6,992.3,991.9,993.3,994.0,994.3
TMPC,2.74,2.94,3.04,3.54,4.84,6.54,3.24,1.14,0.24
UWND,0.1,3.5,4.0,4.8,4.9,4.2,2.6,2.5,2.7
VWND,2.3,-0.8,-2.1,-3.8,-3.8,-3.9,-2.4,-1.8,-0.6
WSPD,2.3021728866442674,3.5902646142032486,4.517742799230607,6.1220911460055865,6.2008063991709985,5.73149195236284,3.5383612025908264,3.0805843601498726,2.7658633371878665
