,2017-07-07 06:00:00,2017-07-07 09:00:00,2017-07-07 12:00:00,2017-07-07 15:00:00,2017-07-07 18:00:00,2017-07-07 21:00:00,2017-07-08 00:00:00,2017-07-08 03:00:00,2017-07-08 06:00:00
DWPC,19.64,19.22,19.44,21.77,23.22,23.6,22.39,18.94,17.12
HCLD,0.0,19.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.36,3.18,0.98,0.0,0.0
PRES,986.9,986.7,986.7,986.3,985.2,985.0,985.7,987.9,988.5
TMPC,21.44,20.64,21.34,25.84,27.84,26.94,24.84,20.04,17.94
UWND,2.8,2.7,4.0,5.1,7.2,4.4,2.2,1.2,1.3
VWND,1.0,1.8,2.0,2.5,0.8,-3.0,-3.2,-3.3,-2.7
WSPD,2.973213749463701,3.2449961479175906,4.47213595499958,5.67978872846517,7.244308110509934,5.325410782277739,3.88329756778952,3.5114099732158874,2.9966648127543394
