,2012-10-14 06:00:00,2012-10-14 09:00:00,2012-10-14 12:00:00,2012-10-14 15:00:00,2012-10-14 18:00:00,2012-10-14 21:00:00,2012-10-15 00:00:00,2012-10-15 03:00:00,2012-10-15 06:00:00
DWPC,15.64,15.81,16.09,16.53,14.12,13.93,10.6,8.46,7.2
HCLD,99.0,100.0,98.0,99.0,23.0,52.0,44.0,1.0,1.0
LCLD,0.0,1.0,3.0,54.0,34.0,9.0,61.0,48.0,0.0
MCLD,22.0,85.0,99.0,67.0,1.0,10.0,2.0,0.0,0.0
PRCP,0.0,0.27,2.32,2.08,0.64,4.13,0.62,0.02,0.0
PRES,983.3,981.0,978.4,977.4,975.0,973.6,977.8,981.7,982.6
TMPC,17.34,17.14,17.14,18.24,22.74,19.14,13.14,10.54,9.04
UWND,0.2,-0.7,0.0,1.9,6.3,7.3,10.1,6.3,4.1
VWND,5.4,6.2,8.1,8.9,9.1,5.5,-2.7,-1.7,-1.2
WSPD,5.403702434442518,6.2393909959226,8.1,9.100549433962765,11.067971810589327,9.140021881811881,10.4546640309481,6.52533524043018,4.272001872658765
