,2014-12-07 06:00:00,2014-12-07 09:00:00,2014-12-07 12:00:00,2014-12-07 15:00:00,2014-12-07 18:00:00,2014-12-07 21:00:00,2014-12-08 00:00:00,2014-12-08 03:00:00,2014-12-08 06:00:00
DWPC,-2.76,-3.69,-4.99,-6.19,-5.63,-4.61,-3.81,-3.7,-3.91
HCLD,39.0,59.0,87.0,92.0,94.0,98.0,90.0,85.0,81.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,32.0,91.0,91.0,93.0,97.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,1007.6,1007.9,1007.6,1007.6,1005.4,1002.9,1002.1,1000.6,998.5
TMPC,-0.96,-1.36,-1.76,-0.36,2.44,3.04,0.54,0.44,-0.16
UWND,-3.5,-3.3,-4.1,-4.5,-3.7,-3.7,-3.2,-2.9,-1.2
VWND,-1.7,-0.9,-0.4,0.9,1.6,1.4,1.4,2.9,3.8
WSPD,3.891015291668744,3.420526275297414,4.119465984809196,4.589117562233506,4.031128874149275,3.9560080889704965,3.492849839314596,4.1012193308819755,3.9849717690342548
