,2019-10-23 06:00:00,2019-10-23 09:00:00,2019-10-23 12:00:00,2019-10-23 15:00:00,2019-10-23 18:00:00,2019-10-23 21:00:00,2019-10-24 00:00:00,2019-10-24 03:00:00,2019-10-24 06:00:00
DWPC,-0.97,0.43,1.54,2.92,3.86,4.79,5.28,7.51,8.17
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,78.0
LCLD,0.0,0.0,0.0,23.0,24.0,33.0,22.0,100.0,77.0
MCLD,0.0,0.0,0.0,28.0,21.0,14.0,7.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08
PRES,986.1,986.0,988.0,988.2,986.8,984.7,985.4,987.7,990.2
TMPC,6.44,5.34,5.04,10.54,16.04,17.84,14.54,14.94,11.84
UWND,4.1,2.9,2.3,1.9,5.8,4.4,1.9,5.0,3.9
VWND,2.2,2.4,3.0,4.6,6.5,7.2,5.9,3.7,0.8
WSPD,4.652956049652737,3.7643060449437424,3.7802116342871597,4.976946855251721,8.711486669908874,8.438009243891594,6.198386886924694,6.220128616033595,3.9812058474788765
