,2018-04-05 06:00:00,2018-04-05 09:00:00,2018-04-05 12:00:00,2018-04-05 15:00:00,2018-04-05 18:00:00,2018-04-05 21:00:00,2018-04-06 00:00:00,2018-04-06 03:00:00,2018-04-06 06:00:00
DWPC,-6.38,-6.67,-6.95,-4.04,-4.45,0.48,3.08,3.97,3.98
HCLD,41.0,14.0,7.0,0.0,0.0,1.0,36.0,100.0,78.0
LCLD,0.0,0.0,12.0,100.0,96.0,74.0,87.0,100.0,80.0
MCLD,8.0,89.0,61.0,100.0,87.0,92.0,81.0,38.0,63.0
PRCP,0.0,0.0,0.01,0.57,0.01,0.02,0.02,0.02,0.01
PRES,997.1,995.8,996.1,995.6,993.2,989.4,987.0,986.7,985.6
TMPC,-1.16,-1.26,-0.46,0.34,5.64,9.74,7.74,7.24,5.64
UWND,1.0,-1.0,-0.6,-2.7,-2.9,1.3,0.8,1.6,2.4
VWND,-1.4,0.5,0.5,1.6,3.8,3.9,3.1,3.6,1.9
WSPD,1.7204650534085253,1.118033988749895,0.7810249675906654,3.1384709652950433,4.780167361086848,4.110960958218893,3.2015621187164247,3.939543120718442,3.0610455730027932
