,2018-07-01 06:00:00,2018-07-01 09:00:00,2018-07-01 12:00:00,2018-07-01 15:00:00,2018-07-01 18:00:00,2018-07-01 21:00:00,2018-07-02 00:00:00,2018-07-02 03:00:00,2018-07-02 06:00:00
DWPC,22.26,21.82,22.27,24.08,23.96,24.82,25.54,23.06,22.55
HCLD,16.0,100.0,87.0,88.0,68.0,82.0,84.0,100.0,100.0
LCLD,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
PRCP,0.0,0.0,1.8,0.26,0.0,0.07,1.3199999999999998,1.0899999999999999,3.4400000000000004
PRES,986.7,986.7,987.8,986.4,985.7,985.3,985.0,986.1,985.9
TMPC,23.44,22.84,23.64,28.64,30.34,30.94,28.84,25.04,24.44
UWND,-0.7,0.0,1.4,0.7,0.9,2.5,1.8,1.2,1.0
VWND,3.2,3.3,2.6,5.7,7.1,6.4,3.1,3.2,3.2
WSPD,3.2756678708318403,3.3,2.95296461204668,5.742821606144492,7.1568149340331555,6.870953354520754,3.5846896657869842,3.417601498127013,3.3526109228480423
