,2012-04-18 06:00:00,2012-04-18 09:00:00,2012-04-18 12:00:00,2012-04-18 15:00:00,2012-04-18 18:00:00,2012-04-18 21:00:00,2012-04-19 00:00:00,2012-04-19 03:00:00,2012-04-19 06:00:00
DWPC,3.08,3.55,4.26,6.65,7.59,8.29,10.15,9.4,8.03
HCLD,26.0,0.0,0.0,1.0,-9999.0,0.0,0.0,0.0,2.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,997.5,995.9,995.7,994.9,992.9,990.0,989.2,989.7,989.0
TMPC,9.74,8.34,7.54,13.84,18.24,19.24,15.94,12.64,11.64
UWND,-1.7,-2.8,-2.2,-1.3,0.4,1.5,1.2,0.9,1.1
VWND,0.3,0.3,1.4,2.7,3.7,4.2,3.4,3.4,3.6
WSPD,1.7262676501632068,2.8160255680657444,2.6076809620810595,2.9966648127543394,3.721558813185679,4.459820624195552,3.605551275463989,3.517101079013795,3.7643060449437424
