,2016-09-30 06:00:00,2016-09-30 09:00:00,2016-09-30 12:00:00,2016-09-30 15:00:00,2016-09-30 18:00:00,2016-09-30 21:00:00,2016-10-01 00:00:00,2016-10-01 03:00:00,2016-10-01 06:00:00
DWPC,13.35,13.52,13.65,14.17,15.14,14.38,13.58,12.36,10.72
HCLD,0.0,24.0,50.0,73.0,87.0,95.0,97.0,87.0,-9999.0
LCLD,2.0,91.0,95.0,100.0,80.0,53.0,1.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,-9999.0
PRCP,0.0,0.12,0.2,0.39,2.29,2.04,0.65,0.0,0.0
PRES,991.7,990.4,989.3,989.1,988.5,987.4,987.3,988.1,988.1
TMPC,13.74,15.44,15.34,16.54,19.74,19.44,15.54,13.44,11.44
UWND,-0.9,-1.1,-1.4,-3.2,-5.3,-4.3,-1.3,-1.7,-1.3
VWND,-4.4,-4.9,-6.3,-6.4,-4.8,-2.9,-1.2,-0.8,0.1
WSPD,4.491102314577124,5.021951811795889,6.453681120105021,7.155417527999328,7.150524456289902,5.186520991955976,1.7691806012954132,1.8788294228055935,1.3038404810405297
