,2010-07-16 12:00:00,2010-07-16 15:00:00,2010-07-16 18:00:00,2010-07-16 21:00:00,2010-07-17 00:00:00,2010-07-17 03:00:00,2010-07-17 06:00:00,2010-07-17 09:00:00,2010-07-17 12:00:00,2010-07-17 15:00:00,2010-07-17 18:00:00,2010-07-17 21:00:00,2010-07-18 00:00:00,2010-07-18 03:00:00,2010-07-18 06:00:00,2010-07-18 09:00:00,2010-07-18 12:00:00,2010-07-18 15:00:00,2010-07-18 18:00:00,2010-07-18 21:00:00,2010-07-19 00:00:00,2010-07-19 03:00:00,2010-07-19 06:00:00,2010-07-19 09:00:00,2010-07-19 12:00:00,2010-07-19 15:00:00,2010-07-19 18:00:00,2010-07-19 21:00:00,2010-07-20 00:00:00,2010-07-20 03:00:00,2010-07-20 06:00:00,2010-07-20 09:00:00,2010-07-20 12:00:00,2010-07-20 15:00:00,2010-07-20 18:00:00,2010-07-20 21:00:00,2010-07-21 00:00:00,2010-07-21 03:00:00,2010-07-21 06:00:00,2010-07-21 09:00:00,2010-07-21 12:00:00,2010-07-21 15:00:00,2010-07-21 18:00:00,2010-07-21 21:00:00,2010-07-22 00:00:00,2010-07-22 03:00:00,2010-07-22 06:00:00,2010-07-22 09:00:00,2010-07-22 12:00:00,2010-07-22 15:00:00,2010-07-22 18:00:00,2010-07-22 21:00:00,2010-07-23 00:00:00,2010-07-23 03:00:00,2010-07-23 06:00:00,2010-07-23 09:00:00,2010-07-23 12:00:00,2010-07-23 15:00:00,2010-07-23 18:00:00,2010-07-23 21:00:00,2010-07-24 00:00:00
DWPC,18.99,18.46,19.31,19.66,24.2,16.95,15.17,14.58,17.36,19.27,20.4,21.86,24.97,21.83,21.81,21.33,21.66,22.87,23.14,23.34,25.85,24.13,22.8,21.04,20.06,19.99,19.62,20.32,24.61,20.4,20.49,22.71,23.3,24.07,24.52,25.92,24.4,22.95,22.76,22.54,22.47,24.16,25.1,24.81,25.1,22.78,22.03,21.83,21.81,23.03,23.07,22.58,24.28,21.15,19.59,19.73,21.16,23.29,23.18,23.0,24.77
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,67.0,99.0,90.0,24.0,53.0,7.0,84.0,100.0,68.0,26.0,99.0,87.0,5.0,51.0,100.0,52.0,21.0,95.0,97.0,83.0,100.0,100.0,100.0,98.0,79.0,23.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,99.0,52.0,76.0,88.0,54.0,5.0,1.0,2.0,72.0,62.0,42.0,4.0,0.0
LCLD,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,11.0,2.0,0.0,11.0,45.0,100.0,20.0,27.0,67.0,7.0,1.0,1.0,5.0,58.0,6.0,4.0,0.0,1.0,-9999.0,7.0,11.0,4.0,8.0,49.0,41.0,1.0,1.0,3.0,5.0,68.0,38.0,0.0,0.0,0.0,2.0
MCLD,0.0,0.0,0.0,0.0,24.0,72.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,6.0,0.0,0.0,0.0,8.0,58.0,38.0,6.0,63.0,35.0,3.0,1.0,3.0,29.0,61.0,21.0,19.0,9.0,8.0,2.0,79.0,3.0,1.0,-9999.0,0.0,0.0,0.0,2.0,1.0,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-9999.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,4.38,0.12,0.0,0.0,0.75,0.17,0.0,0.0,2.91,4.92,1.96,0.02,0.0,0.0,0.0,0.0,0.0,0.0,2.61,1.99,0.22,0.17,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,989.6,989.6,989.4,988.0,987.5,988.0,987.7,987.6,987.5,988.2,987.8,986.3,986.6,987.3,985.8,986.3,987.5,985.8,984.1,982.7,983.3,986.0,985.0,984.5,986.5,988.4,987.2,985.7,985.9,987.1,986.5,984.9,985.9,986.6,987.2,986.3,986.3,987.5,987.6,987.6,990.1,990.6,988.7,987.8,989.1,989.4,989.1,988.4,989.4,990.4,989.3,987.8,987.1,987.6,986.9,987.1,988.0,988.2,986.9,985.4,985.0
TMPC,20.24,25.34,29.24,30.04,27.94,22.94,17.24,16.64,20.44,26.54,30.24,31.24,29.64,24.54,23.14,22.14,23.24,28.44,32.54,33.44,30.14,25.14,23.94,22.24,21.04,22.04,27.54,29.44,28.34,22.54,21.54,23.34,24.04,28.24,28.64,30.24,28.64,24.34,23.84,23.34,23.14,27.44,29.84,30.84,28.14,25.84,25.94,25.74,25.34,28.24,31.54,32.54,29.84,27.64,27.84,27.54,26.14,29.04,32.54,33.04,30.44
UWND,0.5,-1.1,-1.0,0.0,0.3,1.1,0.8,1.4,1.7,1.6,2.1,2.0,0.6,1.0,1.4,1.6,2.4,3.1,4.9,5.4,2.9,2.8,2.1,1.7,1.1,2.8,2.3,2.1,-0.7,-1.1,-1.3,-1.4,0.8,0.3,0.6,0.7,0.7,0.7,-2.0,-0.4,1.8,1.8,1.0,1.7,0.3,-0.1,0.0,1.6,1.8,2.6,2.3,2.2,0.0,-0.6,1.9,1.8,2.0,3.0,3.3,3.8,1.7
VWND,-1.1,-1.6,0.4,0.1,0.6,-0.1,-0.4,0.3,0.1,0.8,-0.6,-0.9,1.3,2.4,2.6,2.2,1.5,4.9,3.8,1.7,0.3,-0.6,-1.5,-0.7,-2.0,0.0,0.4,-0.7,-0.3,1.0,1.4,3.8,0.9,3.3,2.6,1.9,3.2,-0.1,1.0,3.8,1.3,2.5,3.4,2.6,2.4,2.4,4.1,3.8,2.9,2.2,3.5,2.9,3.1,3.6,4.1,3.4,3.9,3.9,4.8,3.9,2.8
WSPD,1.2083045973594573,1.94164878389476,1.077032961426901,0.1,0.6708203932499369,1.104536101718726,0.894427190999916,1.4317821063276353,1.70293863659264,1.788854381999832,2.1840329667841556,2.193171219946131,1.4317821063276355,2.6,2.95296461204668,2.720294101747089,2.8301943396169813,5.79827560572969,6.2008063991709985,5.661271941887265,2.9154759474226504,2.8635642126552705,2.5806975801127883,1.8384776310850235,2.2825424421026654,2.8,2.33452350598575,2.2135943621178655,0.7615773105863908,1.4866068747318506,1.91049731745428,4.049691346263317,1.2041594578792296,3.313608305156178,2.668332812825267,2.0248456731316584,3.2756678708318403,0.7071067811865475,2.23606797749979,3.82099463490856,2.220360331117452,3.0805843601498726,3.54400902933387,3.1064449134018135,2.4186773244895647,2.4020824298928627,4.1,4.123105625617661,3.4132096331752027,3.4058772731852804,4.188078318274385,3.640054944640259,3.1,3.6496575181789317,4.518849411078001,3.8470768123342687,4.382921400162226,4.920365840057018,5.82494635168428,5.445181356024793,3.27566787083184
