,2018-12-31 06:00:00,2018-12-31 09:00:00,2018-12-31 12:00:00,2018-12-31 15:00:00,2018-12-31 18:00:00,2018-12-31 21:00:00,2019-01-01 00:00:00,2019-01-01 03:00:00,2019-01-01 06:00:00
DWPC,-1.19,0.3,2.56,3.54,4.13,4.16,2.88,1.64,0.52
HCLD,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,3.0
LCLD,17.0,92.0,96.0,100.0,99.0,70.0,69.0,44.0,70.0
MCLD,0.0,33.0,67.0,100.0,100.0,100.0,67.0,0.0,0.0
PRCP,0.0,0.41000000000000003,3.9399999999999995,7.1899999999999995,10.15,7.84,0.09999999999999999,0.0,0.08
PRES,988.7,986.7,983.5,981.5,975.3,973.9,979.5,983.6,987.6
TMPC,1.64,1.54,2.94,3.84,4.44,4.64,4.54,2.64,2.24
UWND,-0.3,-1.6,-2.9,0.6,-3.8,0.9,6.1,4.7,5.5
VWND,3.5,2.4,2.5,-1.8,-0.7,-0.4,-1.7,0.5,-1.4
WSPD,3.5128336140500593,2.8844410203711917,3.8288379438153295,1.8973665961010275,3.8639358172723313,0.9848857801796105,6.332456079595025,4.72652091923859,5.675385449465085
