,2015-11-06 06:00:00,2015-11-06 09:00:00,2015-11-06 12:00:00,2015-11-06 15:00:00,2015-11-06 18:00:00,2015-11-06 21:00:00,2015-11-07 00:00:00,2015-11-07 03:00:00,2015-11-07 06:00:00
DWPC,17.44,15.19,6.18,3.49,3.28,2.43,2.64,1.98,1.19
HCLD,100.0,100.0,66.0,0.0,0.0,0.0,0.0,0.0,34.0
LCLD,97.0,97.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,6.0,64.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,6.93,0.01,0.0,0.0,0.0,0.0,0.0,0.0
PRES,981.2,982.3,986.9,990.0,990.9,991.2,993.3,994.5,995.2
TMPC,19.84,18.24,10.34,11.04,13.34,13.64,10.24,8.64,7.74
UWND,5.9,10.1,6.0,6.2,5.7,5.6,3.2,2.6,2.3
VWND,10.3,-1.2,-3.3,-3.8,-2.4,-2.3,-1.8,-1.8,-1.9
WSPD,11.870130580579138,10.171037311896953,6.847627326307997,7.271863585079137,6.18465843842649,6.053924347066124,3.6715119501371642,3.1622776601683795,2.9832867780352594
