,2016-03-07 06:00:00,2016-03-07 09:00:00,2016-03-07 12:00:00,2016-03-07 15:00:00,2016-03-07 18:00:00,2016-03-07 21:00:00,2016-03-08 00:00:00,2016-03-08 03:00:00,2016-03-08 06:00:00
DWPC,5.32,5.88,7.35,8.07,8.52,8.98,8.14,8.49,9.48
HCLD,81.0,98.0,76.0,91.0,71.0,59.0,67.0,90.0,94.0
LCLD,0.0,0.0,34.0,64.0,66.0,39.0,3.0,53.0,1.0
MCLD,96.0,56.0,70.0,65.0,65.0,11.0,3.0,65.0,29.0
PRCP,0.0,0.0,0.76,0.42,0.75,0.0,0.0,0.0,0.0
PRES,988.3,987.3,986.9,987.5,987.1,985.5,986.9,988.1,988.3
TMPC,8.14,8.24,8.84,11.44,13.14,17.14,13.84,12.34,11.84
UWND,1.1,0.5,0.7,2.5,3.0,3.9,1.5,1.2,2.6
VWND,7.2,7.4,7.5,8.9,8.4,9.8,6.9,7.6,7.5
WSPD,7.283543093852058,7.416872656315464,7.532595834106593,9.244457799135654,8.919641248391104,10.547511554864494,7.061161377563892,7.694153624668537,7.937883848986454
