,2015-06-22 06:00:00,2015-06-22 09:00:00,2015-06-22 12:00:00,2015-06-22 15:00:00,2015-06-22 18:00:00,2015-06-22 21:00:00,2015-06-23 00:00:00,2015-06-23 03:00:00,2015-06-23 06:00:00
DWPC,21.24,20.74,21.34,23.66,22.51,23.52,24.31,23.33,22.32
HCLD,94.0,98.0,92.0,52.0,66.0,100.0,100.0,98.0,30.0
LCLD,14.0,6.0,0.0,0.0,0.0,13.0,17.0,0.0,20.0
MCLD,28.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.32,0.63,0.02,0.0,0.02,0.0,0.0,0.02
PRES,987.7,987.1,986.4,986.4,985.6,984.1,983.0,984.1,984.5
TMPC,22.74,22.14,23.14,27.74,28.74,29.94,29.14,27.04,26.74
UWND,1.7,2.4,1.9,4.6,5.1,5.7,3.8,3.8,6.2
VWND,2.8,2.7,2.9,4.3,7.4,7.3,5.8,6.0,3.6
WSPD,3.27566787083184,3.6124783736376886,3.4669871646719432,6.296824596572465,8.987213138676529,9.261749294814669,6.9339743293438865,7.102112361825881,7.1693793315739685
