,2015-07-05 06:00:00,2015-07-05 09:00:00,2015-07-05 12:00:00,2015-07-05 15:00:00,2015-07-05 18:00:00,2015-07-05 21:00:00,2015-07-06 00:00:00,2015-07-06 03:00:00,2015-07-06 06:00:00
DWPC,13.47,14.52,17.3,18.06,17.72,17.1,20.37,15.01,16.5
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,990.1,990.1,991.4,992.7,991.4,990.6,990.0,990.6,990.7
TMPC,15.94,17.04,20.24,24.54,26.84,27.84,26.74,20.64,19.54
UWND,-0.3,-1.0,-0.8,-1.4,-1.8,-0.7,-1.2,-2.0,-1.2
VWND,0.6,1.6,1.5,1.6,2.1,1.4,1.1,2.1,3.0
WSPD,0.6708203932499369,1.886796226411321,1.7,2.12602916254693,2.7658633371878665,1.5652475842498528,1.6278820596099708,2.9,3.2310988842807022
