,2019-05-16 06:00:00,2019-05-16 09:00:00,2019-05-16 12:00:00,2019-05-16 15:00:00,2019-05-16 18:00:00,2019-05-16 21:00:00,2019-05-17 00:00:00,2019-05-17 03:00:00,2019-05-17 06:00:00
DWPC,14.5,13.17,13.23,14.11,16.09,18.98,18.8,17.94,16.42
HCLD,7.0,0.0,14.0,78.0,81.0,100.0,100.0,47.0,24.0
LCLD,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,41.0,69.0,63.0,31.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,987.3,986.8,987.5,986.3,984.2,982.5,981.1,981.5,981.7
TMPC,15.34,14.14,14.94,21.14,25.64,26.64,26.04,22.94,21.74
UWND,0.7,0.7,1.2,0.9,2.1,4.0,5.5,3.8,5.7
VWND,2.7,2.6,3.4,5.1,6.5,5.3,4.0,4.1,2.7
WSPD,2.7892651361962706,2.6925824035672523,3.605551275463989,5.1788029504896205,6.830812543175226,6.640030120413612,6.800735254367722,5.5901699437494745,6.307138812488591
