,2015-08-12 06:00:00,2015-08-12 09:00:00,2015-08-12 12:00:00,2015-08-12 15:00:00,2015-08-12 18:00:00,2015-08-12 21:00:00,2015-08-13 00:00:00,2015-08-13 03:00:00,2015-08-13 06:00:00
DWPC,12.72,12.3,13.84,16.18,16.92,17.31,19.93,15.58,14.68
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.04,0.21,0.06,0.0,0.0
PRES,992.5,992.6,993.6,994.5,994.1,992.8,992.1,992.9,993.0
TMPC,15.84,14.44,15.94,21.64,25.04,26.04,24.24,18.34,16.84
UWND,-2.3,-1.3,-1.3,-1.3,0.2,1.4,-0.4,-2.1,-1.6
VWND,-1.9,-1.6,-1.9,-1.4,-0.8,-1.9,-1.4,-0.6,1.4
WSPD,2.9832867780352594,2.0615528128088303,2.3021728866442674,1.91049731745428,0.8246211251235323,2.360084744241189,1.4560219778561034,2.1840329667841556,2.12602916254693
