,2019-06-18 06:00:00,2019-06-18 09:00:00,2019-06-18 12:00:00,2019-06-18 15:00:00,2019-06-18 18:00:00,2019-06-18 21:00:00,2019-06-19 00:00:00,2019-06-19 03:00:00,2019-06-19 06:00:00
DWPC,17.14,15.46,15.73,17.73,18.51,17.44,18.72,16.24,15.63
HCLD,100.0,98.0,83.0,15.0,7.0,0.0,2.0,8.0,4.0
LCLD,9.0,9.0,8.0,0.0,21.0,43.0,22.0,0.0,0.0
MCLD,96.0,60.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.05,0.04,0.0,0.0,0.0
PRES,986.6,986.1,986.2,986.3,985.6,983.4,982.7,983.5,982.8
TMPC,17.74,16.04,16.94,22.04,24.54,25.54,23.84,18.64,17.34
UWND,-1.7,-1.8,-2.4,-2.2,0.3,0.1,0.3,-0.2,-0.4
VWND,-1.9,-2.5,-2.8,-2.2,-2.5,-2.2,-2.9,-2.4,-1.7
WSPD,2.5495097567963922,3.0805843601498726,3.6878177829171546,3.111269837220809,2.5179356624028344,2.202271554554524,2.9154759474226504,2.4083189157584592,1.746424919657298
