,2017-02-08 06:00:00,2017-02-08 09:00:00,2017-02-08 12:00:00,2017-02-08 15:00:00,2017-02-08 18:00:00,2017-02-08 21:00:00,2017-02-09 00:00:00,2017-02-09 03:00:00,2017-02-09 06:00:00
DWPC,-1.35,-2.5,-3.27,-2.79,-1.8,-1.57,-2.92,-6.43,-8.81
HCLD,71.0,99.0,99.0,50.0,84.0,64.0,0.0,0.0,0.0
LCLD,98.0,44.0,14.0,82.0,98.0,91.0,99.0,100.0,28.0
MCLD,20.0,92.0,100.0,97.0,95.0,94.0,66.0,6.0,0.0
PRCP,0.0,0.01,0.38,0.26,0.58,1.44,0.36,0.16,0.01
PRES,980.3,980.4,982.6,983.6,983.9,983.9,986.4,989.2,991.2
TMPC,2.34,0.44,-0.66,-0.16,0.74,0.24,-1.46,-3.86,-5.66
UWND,4.0,1.3,0.3,-1.3,-1.0,-0.6,0.6,2.8,3.5
VWND,-3.3,-3.2,-4.6,-1.9,-2.7,-4.7,-5.1,-5.7,-4.7
WSPD,5.185556864985669,3.453983207834109,4.6097722286464435,2.3021728866442674,2.879236009777594,4.738143096192854,5.1351728305871065,6.350590523722971,5.860034129593445
