,2011-08-22 06:00:00,2011-08-22 09:00:00,2011-08-22 12:00:00,2011-08-22 15:00:00,2011-08-22 18:00:00,2011-08-22 21:00:00,2011-08-23 00:00:00,2011-08-23 03:00:00,2011-08-23 06:00:00
DWPC,14.41,12.61,13.6,17.94,18.99,18.71,19.55,13.28,15.69
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.0,0.0
PRES,990.5,990.3,991.6,991.8,991.8,989.9,989.6,990.1,989.8
TMPC,15.14,13.44,14.64,21.84,25.74,25.24,21.94,14.54,16.74
UWND,-0.8,-0.5,-1.0,-0.8,0.4,0.9,0.6,-0.2,-0.6
VWND,-1.9,-1.5,-0.7,0.1,0.4,0.3,0.2,1.1,2.3
WSPD,2.0615528128088303,1.5811388300841898,1.2206555615733703,0.806225774829855,0.5656854249492381,0.9486832980505138,0.6324555320336759,1.118033988749895,2.3769728648009423
