,2013-01-12 06:00:00,2013-01-12 09:00:00,2013-01-12 12:00:00,2013-01-12 15:00:00,2013-01-12 18:00:00,2013-01-12 21:00:00,2013-01-13 00:00:00,2013-01-13 03:00:00,2013-01-13 06:00:00
DWPC,7.19,7.27,7.15,7.3,3.95,2.6,3.11,1.71,0.33
HCLD,93.0,83.0,83.0,88.0,74.0,60.0,100.0,100.0,100.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,36.0,70.0,64.0
MCLD,0.0,0.0,4.0,52.0,86.0,86.0,92.0,97.0,101.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.85,5.25,18.23
PRES,982.4,982.9,984.3,987.0,987.5,986.7,987.7,983.7,983.7
TMPC,8.74,8.54,8.14,8.84,9.94,8.64,6.14,3.84,1.74
UWND,2.3,3.1,3.6,3.6,4.7,1.7,3.7,0.6,0.1
VWND,7.0,6.2,4.4,2.8,-0.5,-2.7,-5.1,-6.8,-6.6
WSPD,7.368174807915458,6.931810730249349,5.685068161420759,4.560701700396552,4.72652091923859,3.1906112267087634,6.300793600809346,6.826419266350404,6.6007575322836995
