,2017-06-12 06:00:00,2017-06-12 09:00:00,2017-06-12 12:00:00,2017-06-12 15:00:00,2017-06-12 18:00:00,2017-06-12 21:00:00,2017-06-13 00:00:00,2017-06-13 03:00:00,2017-06-13 06:00:00
DWPC,17.74,17.64,18.47,20.64,19.86,20.96,22.26,21.63,20.82
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.09,0.01,0.01,0.0,0.0
PRES,989.2,989.0,990.1,990.2,989.1,987.6,986.8,988.7,988.5
TMPC,21.34,19.64,20.84,26.44,30.24,30.54,28.44,24.14,22.54
UWND,1.7,1.3,1.1,3.1,3.4,2.3,0.6,0.4,0.4
VWND,4.1,3.3,4.1,4.2,4.2,4.9,3.2,4.2,3.9
WSPD,4.43846820423443,3.5468295701936396,4.244997055358225,5.220153254455275,5.403702434442518,5.412947441089743,3.2557641192199416,4.219004621945797,3.9204591567825315
