,2013-10-24 06:00:00,2013-10-24 09:00:00,2013-10-24 12:00:00,2013-10-24 15:00:00,2013-10-24 18:00:00,2013-10-24 21:00:00,2013-10-25 00:00:00,2013-10-25 03:00:00,2013-10-25 06:00:00
DWPC,-1.99,-0.76,0.47,-4.44,-5.93,-6.36,-5.39,-5.17,-5.35
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,26.0,70.0,19.0,15.0,51.0,87.0,11.0,-9999.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.07,0.08,0.0,0.0,0.02,0.01,0.0,0.0
PRES,990.4,990.1,991.2,993.8,994.2,994.5,996.1,997.7,998.8
TMPC,1.14,1.84,1.94,3.44,5.34,5.64,3.64,0.94,-0.16
UWND,3.1,3.4,3.9,4.2,4.0,3.7,2.6,2.5,2.5
VWND,0.0,0.8,-1.1,-4.1,-3.9,-3.4,-1.8,-1.5,-1.4
WSPD,3.1,3.492849839314596,4.052159917870962,5.869412236331676,5.586591089385369,5.024937810560445,3.1622776601683795,2.9154759474226504,2.8653097563788803
