,2012-08-17 06:00:00,2012-08-17 09:00:00,2012-08-17 12:00:00,2012-08-17 15:00:00,2012-08-17 18:00:00,2012-08-17 21:00:00,2012-08-18 00:00:00,2012-08-18 03:00:00,2012-08-18 06:00:00
DWPC,13.72,12.02,11.67,14.53,15.14,15.51,15.21,11.87,10.04
HCLD,90.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,2.0,0.0,6.0,25.0,13.0,25.0,-9999.0,0.0,0.0
MCLD,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.01,0.1,0.13,0.02,0.0,0.0
PRES,987.7,988.1,989.2,990.2,989.9,989.1,989.2,990.6,990.5
TMPC,14.04,12.24,11.74,16.34,19.74,20.04,16.94,12.34,10.44
UWND,1.9,1.5,1.4,1.4,1.6,2.2,0.6,-0.3,-0.6
VWND,-2.7,-2.5,-2.2,-2.9,-3.1,-3.4,-2.8,-2.3,-1.8
WSPD,3.3015148038438356,2.9154759474226504,2.6076809620810595,3.2202484376209237,3.488552708502482,4.049691346263317,2.8635642126552705,2.3194827009486403,1.8973665961010275
