,2016-04-04 06:00:00,2016-04-04 09:00:00,2016-04-04 12:00:00,2016-04-04 15:00:00,2016-04-04 18:00:00,2016-04-04 21:00:00,2016-04-05 00:00:00,2016-04-05 03:00:00,2016-04-05 06:00:00
DWPC,6.27,6.92,-0.39,-1.5,-1.5,-2.46,-4.34,-5.9,-7.34
HCLD,34.0,93.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,32.0,0.0,0.0,1.0,23.0,28.0,94.0,3.0,-9999.0
MCLD,32.0,100.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.1,0.0,0.0,0.0,0.01,0.01,0.0,0.0
PRES,981.8,983.5,987.8,991.9,994.2,995.5,997.8,1000.6,1001.3
TMPC,13.74,10.34,2.64,3.84,5.64,5.44,3.14,0.34,-0.96
UWND,9.4,2.4,-1.4,-1.2,-1.2,-1.5,-1.9,-3.8,-3.3
VWND,4.1,-6.3,-8.0,-8.4,-8.3,-7.6,-6.1,-3.7,-1.8
WSPD,10.255242561733974,6.741661516273269,8.121576201698781,8.48528137423857,8.386298349093002,7.746612162745725,6.389053137985314,5.303772242470448,3.7589892258425004
