,2013-06-23 06:00:00,2013-06-23 09:00:00,2013-06-23 12:00:00,2013-06-23 15:00:00,2013-06-23 18:00:00,2013-06-23 21:00:00,2013-06-24 00:00:00,2013-06-24 03:00:00,2013-06-24 06:00:00
DWPC,21.45,20.55,20.11,21.2,21.44,22.1,22.16,20.26,19.57
HCLD,65.0,97.0,99.0,99.0,99.0,100.0,100.0,81.0,5.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,44.0,86.0,86.0,97.0,97.0,99.0,97.0,15.0,-9999.0
PRCP,0.0,0.15,0.07,0.02,0.08,0.0,0.0,0.0,0.0
PRES,990.6,990.0,990.4,990.2,990.6,988.5,987.6,988.5,989.3
TMPC,22.24,21.24,21.04,24.44,26.74,26.54,24.84,21.94,21.04
UWND,-1.0,-1.0,-0.4,0.8,0.6,-0.5,-0.3,-0.4,0.1
VWND,2.4,3.2,3.3,4.2,3.9,3.7,3.4,3.4,3.5
WSPD,2.6,3.3526109228480423,3.324154027718932,4.27551166528639,3.9458839313897713,3.733630940518894,3.413209633175202,3.4234485537247377,3.5014282800023193
