,2012-09-22 06:00:00,2012-09-22 09:00:00,2012-09-22 12:00:00,2012-09-22 15:00:00,2012-09-22 18:00:00,2012-09-22 21:00:00,2012-09-23 00:00:00,2012-09-23 03:00:00,2012-09-23 06:00:00
DWPC,7.01,6.38,6.28,6.46,-0.34,3.08,3.9,4.06,3.85
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,-9999.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,983.7,984.7,985.8,988.4,991.1,991.4,993.5,995.3,995.7
TMPC,7.54,7.04,7.14,11.34,13.14,14.24,9.04,7.34,5.64
UWND,1.9,2.9,3.4,5.6,4.6,4.2,2.0,1.6,1.2
VWND,-1.5,0.4,0.8,-4.4,-4.4,-3.9,-1.6,-2.4,-2.3
WSPD,2.420743687382041,2.9274562336608896,3.492849839314596,7.121797525905942,6.3655321851358195,5.73149195236284,2.5612496949731396,2.8844410203711917,2.5942243542145693
