,2015-12-03 06:00:00,2015-12-03 09:00:00,2015-12-03 12:00:00,2015-12-03 15:00:00,2015-12-03 18:00:00,2015-12-03 21:00:00,2015-12-04 00:00:00,2015-12-04 03:00:00,2015-12-04 06:00:00
DWPC,-3.72,-4.01,-3.9,-3.06,-2.08,-0.38,-1.03,-1.16,-1.39
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,991.9,993.9,995.9,998.1,999.0,999.2,1000.9,1002.2,1002.9
TMPC,-1.26,-1.36,-1.56,0.34,3.74,4.04,0.64,0.34,0.14
UWND,4.0,3.8,3.4,3.6,3.4,3.2,2.7,3.0,3.1
VWND,-2.4,-2.1,-1.4,-1.7,-1.4,-0.6,0.1,1.1,1.1
WSPD,4.66476151587624,4.341658669218482,3.676955262170047,3.981205847478877,3.676955262170047,3.2557641192199416,2.701851217221259,3.1953090617340916,3.2893768406797057
