,2018-06-08 06:00:00,2018-06-08 09:00:00,2018-06-08 12:00:00,2018-06-08 15:00:00,2018-06-08 18:00:00,2018-06-08 21:00:00,2018-06-09 00:00:00,2018-06-09 03:00:00,2018-06-09 06:00:00
DWPC,18.63,19.36,19.57,20.21,19.57,20.27,20.32,20.43,19.92
HCLD,98.0,100.0,100.0,100.0,100.0,63.0,82.0,100.0,100.0
LCLD,0.0,0.0,0.0,0.0,0.0,100.0,55.0,69.0,42.0
MCLD,4.0,59.0,65.0,89.0,85.0,2.0,35.0,100.0,97.0
PRCP,0.0,7.79,0.0,1.3,3.84,0.0,7.17,5.2,5.8
PRES,989.2,989.6,991.3,991.7,991.2,989.7,989.6,989.6,989.5
TMPC,22.44,21.14,22.04,25.54,28.34,25.74,23.64,21.94,21.74
UWND,-1.3,-0.5,-0.4,0.6,-1.5,-2.1,-2.7,-1.9,-0.7
VWND,-0.2,-1.3,1.2,1.8,2.6,2.6,-0.8,2.7,3.0
WSPD,1.3152946437965907,1.392838827718412,1.2649110640673518,1.8973665961010275,3.001666203960727,3.342154993413681,2.816025568065745,3.3015148038438356,3.0805843601498726
