,2015-03-20 06:00:00,2015-03-20 09:00:00,2015-03-20 12:00:00,2015-03-20 15:00:00,2015-03-20 18:00:00,2015-03-20 21:00:00,2015-03-21 00:00:00,2015-03-21 03:00:00,2015-03-21 06:00:00
DWPC,2.86,3.18,2.15,2.32,2.77,3.58,4.95,5.04,4.75
HCLD,24.0,60.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0
LCLD,81.0,81.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,86.0,96.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.56,0.04,0.0,0.0,0.0,0.0,0.0,0.0
PRES,990.3,990.4,990.8,992.4,992.2,990.6,990.6,991.3,990.7
TMPC,4.84,4.64,3.24,6.74,10.54,13.24,10.44,8.44,7.34
UWND,-1.0,0.7,1.5,3.0,3.1,4.8,3.3,3.0,3.4
VWND,-1.1,-2.2,-1.8,-2.5,-1.2,-0.4,1.3,2.6,3.0
WSPD,1.4866068747318506,2.3086792761230392,2.3430749027719964,3.905124837953327,3.3241540277189325,4.8166378315169185,3.5468295701936396,3.9698866482558417,4.534313619501853
