,2017-04-30 06:00:00,2017-04-30 09:00:00,2017-04-30 12:00:00,2017-04-30 15:00:00,2017-04-30 18:00:00,2017-04-30 21:00:00,2017-05-01 00:00:00,2017-05-01 03:00:00,2017-05-01 06:00:00
DWPC,16.93,16.61,17.92,18.56,18.69,19.21,18.86,14.71,10.37
HCLD,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.0
LCLD,85.0,4.0,80.0,47.0,97.0,81.0,63.0,52.0,36.0
MCLD,100.0,100.0,100.0,99.0,63.0,100.0,52.0,1.0,35.0
PRCP,0.0,9.44,10.51,4.11,16.85,10.66,6.92,0.68,0.01
PRES,982.8,982.0,981.6,981.4,979.5,976.4,973.0,973.6,973.2
TMPC,17.54,17.04,18.54,19.44,19.64,20.64,20.34,16.54,12.54
UWND,-2.1,-0.8,-1.0,-1.9,-2.4,-1.9,-0.1,2.6,3.5
VWND,5.2,2.5,5.7,5.5,9.2,8.8,8.1,7.5,7.0
WSPD,5.608029957123981,2.6248809496813377,5.7870545184921145,5.818934610390462,9.507891459203769,9.002777349240622,8.100617260431454,7.937883848986454,7.826237921249264
