,2010-05-21 06:00:00,2010-05-21 09:00:00,2010-05-21 12:00:00,2010-05-21 15:00:00,2010-05-21 18:00:00,2010-05-21 21:00:00,2010-05-22 00:00:00,2010-05-22 03:00:00,2010-05-22 06:00:00
DWPC,14.39,15.7,17.15,17.91,18.1,16.59,16.26,15.13,14.91
HCLD,99.0,100.0,100.0,97.0,85.0,6.0,0.0,2.0,78.0
LCLD,100.0,98.0,100.0,100.0,62.0,94.0,94.0,88.0,88.0
MCLD,19.0,14.0,78.0,14.0,10.0,1.0,-9999.0,0.0,0.0
PRCP,0.0,3.39,7.74,2.58,2.71,0.62,0.02,0.04,0.02
PRES,983.7,981.9,982.4,982.7,982.5,982.6,983.2,984.6,984.7
TMPC,15.24,16.14,17.54,19.04,21.34,19.24,18.34,16.04,16.14
UWND,-4.9,-4.2,-2.0,0.0,3.3,4.5,2.5,2.7,3.1
VWND,2.4,2.9,4.0,4.5,3.6,0.3,0.1,0.8,0.6
WSPD,5.456189146281496,5.103920062069938,4.47213595499958,4.5,4.883646178829912,4.509988913511872,2.5019992006393608,2.816025568065745,3.157530680769389
