,2016-10-14 06:00:00,2016-10-14 09:00:00,2016-10-14 12:00:00,2016-10-14 15:00:00,2016-10-14 18:00:00,2016-10-14 21:00:00,2016-10-15 00:00:00,2016-10-15 03:00:00,2016-10-15 06:00:00
DWPC,1.94,2.43,3.25,5.37,6.11,6.58,7.28,7.03,8.33
HCLD,0.0,40.0,70.0,22.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,998.2,997.9,997.5,998.1,997.1,994.7,994.2,994.3,993.5
TMPC,7.94,7.34,6.64,12.54,17.74,18.64,13.34,12.44,12.74
UWND,-2.4,-2.7,-2.8,-2.8,-1.9,-1.3,-1.4,-1.0,-0.6
VWND,-0.1,0.8,1.3,2.2,3.6,4.1,3.0,3.3,3.6
WSPD,2.4020824298928627,2.816025568065745,3.087069808086626,3.560898762952971,4.070626487409524,4.301162633521313,3.3105890714493698,3.4481879299133333,3.6496575181789317
