,2010-11-28 06:00:00,2010-11-28 09:00:00,2010-11-28 12:00:00,2010-11-28 15:00:00,2010-11-28 18:00:00,2010-11-28 21:00:00,2010-11-29 00:00:00,2010-11-29 03:00:00,2010-11-29 06:00:00
DWPC,-7.37,-6.68,-6.03,-4.95,-2.76,-0.12,-0.67,-0.68,-0.72
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,16.0,80.0,92.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-9999.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,994.5,994.8,994.8,995.6,994.5,991.9,991.5,990.5,990.6
TMPC,-2.66,-2.06,-2.36,1.04,5.74,4.94,0.24,0.24,0.34
UWND,0.2,0.0,-1.3,-1.2,-1.3,-2.2,-2.9,-2.7,-2.3
VWND,1.4,2.9,3.4,4.3,5.0,4.4,4.7,5.2,4.9
WSPD,1.414213562373095,2.9,3.640054944640259,4.464302857109943,5.166236541235796,4.919349550499538,5.522680508593631,5.8591808301161015,5.412947441089743
