,2010-02-25 06:00:00,2010-02-25 09:00:00,2010-02-25 12:00:00,2010-02-25 15:00:00,2010-02-25 18:00:00,2010-02-25 21:00:00,2010-02-26 00:00:00,2010-02-26 03:00:00,2010-02-26 06:00:00
DWPC,-6.54,-4.21,-4.57,-5.79,-5.64,-5.66,-6.94,-8.6,-10.01
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,100.0,100.0,100.0,100.0,100.0,100.0,64.0,5.0,21.0
MCLD,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.37,0.18,0.08,0.06,0.0,0.0,0.0,0.0
PRES,989.2,989.7,990.7,992.8,993.0,991.3,991.8,992.9,992.1
TMPC,-4.96,-3.16,-3.26,-3.46,-2.56,-2.16,-4.96,-6.96,-8.26
UWND,5.8,3.2,0.3,1.8,4.3,3.8,1.9,3.2,3.4
VWND,-5.5,-5.8,-5.7,-5.1,-4.2,-5.2,-4.3,-4.1,-4.5
WSPD,7.993122043357026,6.624198064671678,5.707889277132135,5.408326913195984,6.010823570859487,6.440496875241847,4.701063709417263,5.200961449578338,5.640035460881429
