,2018-11-21 06:00:00,2018-11-21 09:00:00,2018-11-21 12:00:00,2018-11-21 15:00:00,2018-11-21 18:00:00,2018-11-21 21:00:00,2018-11-22 00:00:00,2018-11-22 03:00:00,2018-11-22 06:00:00
DWPC,-5.87,-4.71,-3.45,-1.58,-0.22,-0.04,-0.97,-2.81,-4.11
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,995.2,994.8,995.4,997.1,997.4,997.5,999.3,1000.8,1001.0
TMPC,-0.56,-0.56,-0.86,2.04,5.64,6.14,1.84,-0.26,-1.36
UWND,3.9,3.9,3.7,3.7,1.9,0.1,-2.5,-3.7,-3.4
VWND,2.1,2.3,1.5,-0.7,-1.7,-2.3,-2.4,-1.6,-0.8
WSPD,4.42944691807002,4.527692569068709,3.992492955535426,3.7656340767525465,2.5495097567963922,2.3021728866442674,3.4655446902326914,4.031128874149275,3.492849839314596
