,2016-09-14 06:00:00,2016-09-14 09:00:00,2016-09-14 12:00:00,2016-09-14 15:00:00,2016-09-14 18:00:00,2016-09-14 21:00:00,2016-09-15 00:00:00,2016-09-15 03:00:00,2016-09-15 06:00:00
DWPC,19.14,17.89,16.7,18.31,18.47,18.1,17.4,15.65,14.31
HCLD,93.0,90.0,64.0,61.0,59.0,46.0,0.0,0.0,20.0
LCLD,0.0,0.0,0.0,60.0,82.0,55.0,39.0,0.0,0.0
MCLD,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.06,2.96,0.88,0.13,0.04,0.0,0.0,0.0
PRES,993.0,992.8,994.5,995.7,995.3,994.1,994.5,995.9,995.6
TMPC,20.04,18.44,17.14,20.24,22.24,24.04,20.34,17.34,15.74
UWND,1.8,-0.3,-0.3,-1.6,-2.8,-2.5,-2.1,-2.8,-3.0
VWND,-1.9,-2.2,-3.7,-3.4,-3.0,-3.0,-2.7,-2.6,-2.0
WSPD,2.6172504656604803,2.220360331117452,3.7121422386541174,3.757658845611187,4.1036569057366385,3.905124837953327,3.420526275297414,3.82099463490856,3.605551275463989
