,2013-02-14 06:00:00,2013-02-14 09:00:00,2013-02-14 12:00:00,2013-02-14 15:00:00,2013-02-14 18:00:00,2013-02-14 21:00:00,2013-02-15 00:00:00,2013-02-15 03:00:00,2013-02-15 06:00:00
DWPC,-0.44,-0.17,0.1,0.05,0.64,-0.25,-0.39,-0.05,-1.06
HCLD,0.0,35.0,7.0,0.0,0.0,0.0,24.0,29.0,-9999.0
LCLD,0.0,0.0,34.0,29.0,-9999.0,2.0,2.0,18.0,18.0
MCLD,0.0,27.0,89.0,49.0,-9999.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.11,0.02,0.01,0.0,0.0,0.0,0.0
PRES,981.6,980.4,979.8,981.0,981.8,982.7,985.2,986.9,987.6
TMPC,1.14,0.74,1.24,3.14,6.64,6.34,3.64,2.54,0.44
UWND,2.6,2.6,4.0,6.5,8.9,8.4,5.1,4.9,3.8
VWND,3.3,4.7,4.4,1.9,0.1,-1.1,-0.7,0.1,-1.9
WSPD,4.201190307520001,5.371219600798314,5.946427498927402,6.772001181334805,8.900561780022652,8.471717653463198,5.1478150704934995,4.901020301937139,4.2485291572496005
