,2018-07-23 06:00:00,2018-07-23 09:00:00,2018-07-23 12:00:00,2018-07-23 15:00:00,2018-07-23 18:00:00,2018-07-23 21:00:00,2018-07-24 00:00:00,2018-07-24 03:00:00,2018-07-24 06:00:00
DWPC,15.84,13.45,14.29,18.19,18.79,19.96,21.49,18.86,16.65
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.14,0.0
PRES,985.5,985.3,986.5,987.0,986.8,985.7,985.6,987.1,987.2
TMPC,16.54,14.64,15.44,21.94,24.74,25.44,24.04,20.14,17.84
UWND,-1.4,0.1,2.3,1.1,0.8,1.4,1.4,-0.3,-1.1
VWND,-3.2,-2.8,-3.1,-5.0,-5.3,-4.8,-2.9,-2.4,-1.1
WSPD,3.492849839314596,2.80178514522438,3.8600518131237567,5.119570294468081,5.360037313302959,5.0,3.2202484376209237,2.4186773244895647,1.5556349186104046
