,2016-04-27 06:00:00,2016-04-27 09:00:00,2016-04-27 12:00:00,2016-04-27 15:00:00,2016-04-27 18:00:00,2016-04-27 21:00:00,2016-04-28 00:00:00,2016-04-28 03:00:00,2016-04-28 06:00:00
DWPC,11.68,10.85,9.71,11.43,15.59,16.92,15.82,15.28,14.95
HCLD,99.0,100.0,100.0,100.0,100.0,100.0,100.0,92.0,94.0
LCLD,0.0,0.0,18.0,64.0,72.0,65.0,1.0,1.0,21.0
MCLD,0.0,0.0,2.0,94.0,64.0,89.0,29.0,2.0,34.0
PRCP,0.0,0.0,2.65,0.29,0.81,1.12,6.08,11.89,1.36
PRES,982.5,981.1,982.2,981.4,980.6,977.6,977.1,978.9,978.4
TMPC,13.64,12.54,11.34,13.34,18.74,22.94,19.74,17.84,16.34
UWND,-5.8,-7.6,-8.0,-7.9,-5.9,-5.0,-3.3,0.8,1.0
VWND,-3.6,-2.4,-0.3,1.3,4.4,5.7,4.8,6.0,3.4
WSPD,6.826419266350405,7.9699435380685095,8.005623023850173,8.006247560499238,7.360027173862879,7.582216034906946,5.82494635168428,6.053098380168622,3.54400902933387
