,2013-11-09 06:00:00,2013-11-09 09:00:00,2013-11-09 12:00:00,2013-11-09 15:00:00,2013-11-09 18:00:00,2013-11-09 21:00:00,2013-11-10 00:00:00,2013-11-10 03:00:00,2013-11-10 06:00:00
DWPC,0.16,1.82,3.54,3.87,4.9,5.13,4.95,3.84,2.77
HCLD,36.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,991.9,989.7,989.3,989.6,989.0,988.5,990.7,992.8,994.6
TMPC,4.64,4.54,4.74,8.74,12.84,13.84,9.64,7.84,6.04
UWND,1.1,2.1,3.2,6.1,6.4,6.5,4.5,4.2,3.8
VWND,6.2,6.8,5.6,4.9,4.2,1.4,0.3,-1.3,-2.1
WSPD,6.296824596572467,7.116881339463234,6.449806198638839,7.824321056807421,7.655063683601855,6.649060083951716,4.509988913511872,4.396589587396122,4.341658669218482
