,2015-02-01 06:00:00,2015-02-01 09:00:00,2015-02-01 12:00:00,2015-02-01 15:00:00,2015-02-01 18:00:00,2015-02-01 21:00:00,2015-02-02 00:00:00,2015-02-02 03:00:00,2015-02-02 06:00:00
DWPC,-1.69,-2.01,-1.66,-0.27,0.8,1.06,-0.26,-7.99,-8.48
HCLD,100.0,100.0,100.0,100.0,100.0,88.0,76.0,0.0,0.0
LCLD,94.0,97.0,97.0,100.0,96.0,100.0,98.0,100.0,100.0
MCLD,98.0,100.0,100.0,100.0,100.0,100.0,100.0,33.0,47.0
PRCP,0.0,1.82,2.38,3.58,2.91,4.97,5.86,2.94,1.1
PRES,992.3,989.5,985.8,983.3,978.9,974.1,971.4,973.9,978.4
TMPC,0.44,0.24,0.24,0.34,0.94,1.24,0.34,-6.76,-6.86
UWND,-0.2,-3.4,-5.5,-5.2,-4.3,-3.4,-5.7,-1.6,1.0
VWND,3.7,1.9,2.8,2.8,1.4,-2.0,-7.2,-12.6,-11.9
WSPD,3.705401462729781,3.894868418830089,6.171709649683789,5.90592922409336,4.522167621838006,3.944616584663204,9.183136719008381,12.701181047445942,11.94194289050153
