,2016-08-11 06:00:00,2016-08-11 09:00:00,2016-08-11 12:00:00,2016-08-11 15:00:00,2016-08-11 18:00:00,2016-08-11 21:00:00,2016-08-12 00:00:00,2016-08-12 03:00:00,2016-08-12 06:00:00
DWPC,20.27,20.69,22.23,23.76,24.04,24.97,25.28,23.51,22.93
HCLD,0.0,36.0,26.0,23.0,17.0,0.0,4.0,0.0,0.0
LCLD,0.0,0.0,0.0,0.0,0.0,23.0,-9999.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.01,0.01,0.0,0.2,0.66,0.61,0.0,0.0
PRES,989.9,989.1,989.1,989.6,988.5,987.0,985.7,985.8,985.8
TMPC,21.64,21.84,23.34,28.24,30.84,31.14,28.24,24.54,23.84
UWND,0.5,0.3,0.5,0.2,1.3,1.1,-0.4,0.0,0.6
VWND,1.2,1.6,1.8,2.0,2.6,3.5,3.0,3.4,3.0
WSPD,1.3,1.6278820596099708,1.8681541692269406,2.009975124224178,2.906888370749727,3.6687872655688283,3.026549190084311,3.4,3.059411708155671
