,2013-04-24 06:00:00,2013-04-24 09:00:00,2013-04-24 12:00:00,2013-04-24 15:00:00,2013-04-24 18:00:00,2013-04-24 21:00:00,2013-04-25 00:00:00,2013-04-25 03:00:00,2013-04-25 06:00:00
DWPC,4.17,3.86,3.21,2.91,2.72,2.72,3.37,2.39,1.83
HCLD,0.0,35.0,73.0,34.0,0.0,0.0,0.0,0.0,0.0
LCLD,99.0,100.0,100.0,86.0,78.0,42.0,90.0,31.0,1.0
MCLD,98.0,3.0,33.0,99.0,3.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.53,1.97,1.49,0.2,0.06,0.01,0.0,0.0
PRES,987.2,986.8,988.6,991.6,992.6,992.7,993.4,995.2,994.8
TMPC,5.84,5.44,3.84,4.24,7.04,8.94,7.74,4.54,3.54
UWND,0.9,1.6,2.2,2.3,3.4,3.3,2.7,2.9,2.5
VWND,-4.3,-4.3,-4.6,-3.7,-3.1,-1.3,0.4,1.5,2.7
WSPD,4.393176527297759,4.588027898781784,5.0990195135927845,4.356604182158393,4.601086828130937,3.5468295701936396,2.7294688127912363,3.2649655434629015,3.67967389859482
