,2016-04-06 06:00:00,2016-04-06 09:00:00,2016-04-06 12:00:00,2016-04-06 15:00:00,2016-04-06 18:00:00,2016-04-06 21:00:00,2016-04-07 00:00:00,2016-04-07 03:00:00,2016-04-07 06:00:00
DWPC,0.82,1.66,3.93,8.43,8.26,6.12,6.32,6.69,3.64
HCLD,97.0,97.0,99.0,100.0,100.0,34.0,0.0,0.0,0.0
LCLD,0.0,0.0,0.0,0.0,100.0,47.0,17.0,0.0,44.0
MCLD,0.0,58.0,34.0,68.0,96.0,34.0,0.0,62.0,58.0
PRCP,0.0,0.0,0.32,0.54,7.37,0.56,0.29,1.05,0.13
PRES,987.8,984.7,979.9,975.6,975.4,975.0,975.8,978.6,979.3
TMPC,6.64,7.14,8.14,11.94,10.14,14.44,11.14,8.74,6.44
UWND,-1.9,1.8,2.4,4.8,9.6,12.3,8.1,3.7,5.3
VWND,10.9,9.5,11.5,14.9,-0.3,0.4,0.3,-4.1,-3.9
WSPD,11.064357188738983,9.669022701390249,11.747765745025731,15.654072952429985,9.604686356149273,12.306502346320826,8.105553651663778,5.522680508593631,6.58027355054484
