,2016-07-30 06:00:00,2016-07-30 09:00:00,2016-07-30 12:00:00,2016-07-30 15:00:00,2016-07-30 18:00:00,2016-07-30 21:00:00,2016-07-31 00:00:00,2016-07-31 03:00:00,2016-07-31 06:00:00
DWPC,18.4,17.7,18.29,20.05,20.18,21.98,21.57,18.95,18.16
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,0.0,0.0,28.0,12.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.04,1.98,0.32,0.04,0.0
PRES,985.8,985.2,986.1,987.0,986.5,986.2,986.3,987.6,987.4
TMPC,19.44,18.34,18.84,23.54,25.54,25.34,24.04,20.14,19.04
UWND,2.1,2.2,2.3,3.4,3.3,3.3,2.6,2.1,1.7
VWND,1.1,0.6,0.6,-0.2,0.4,-0.7,-0.7,-0.9,-1.5
WSPD,2.3706539182259396,2.280350850198276,2.3769728648009423,3.40587727318528,3.324154027718932,3.3734255586865998,2.6925824035672523,2.2847319317591728,2.2671568097509267
