,2020-01-27 06:00:00,2020-01-27 09:00:00,2020-01-27 12:00:00,2020-01-27 15:00:00,2020-01-27 18:00:00,2020-01-27 21:00:00,2020-01-28 00:00:00,2020-01-28 03:00:00,2020-01-28 06:00:00
DWPC,-1.65,-2.18,-2.21,-1.28,-0.72,-0.5,-0.88,-1.37,-1.83
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,100.0,95.0,86.0,93.0,97.0,93.0,96.0,100.0,100.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.01,0.05,0.04,0.02,0.0,0.0,0.0
PRES,986.2,985.8,986.2,987.9,988.0,987.8,989.3,990.0,990.6
TMPC,-0.66,-1.36,-1.46,-0.16,1.44,1.74,0.44,-0.16,-0.36
UWND,2.0,2.0,1.4,1.6,1.7,2.4,1.5,0.2,0.2
VWND,-1.4,-1.6,-1.3,-1.3,-1.9,-2.1,-1.7,-1.6,-0.9
WSPD,2.4413111231467406,2.5612496949731396,1.91049731745428,2.0615528128088303,2.5495097567963922,3.189043743820395,2.2671568097509267,1.61245154965971,0.9219544457292888
