,2015-05-13 06:00:00,2015-05-13 09:00:00,2015-05-13 12:00:00,2015-05-13 15:00:00,2015-05-13 18:00:00,2015-05-13 21:00:00,2015-05-14 00:00:00,2015-05-14 03:00:00,2015-05-14 06:00:00
DWPC,4.71,4.0,2.91,3.47,5.01,5.97,8.13,6.97,6.26
HCLD,0.0,0.0,0.0,0.0,6.0,52.0,98.0,100.0,100.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,999.2,1000.2,1002.1,1002.8,1002.0,1000.5,1000.0,1001.1,1000.4
TMPC,9.04,7.64,7.64,11.84,16.24,18.14,16.24,12.84,11.34
UWND,0.6,-0.9,-2.1,-4.5,-4.7,-3.9,-3.5,-3.7,-4.5
VWND,-2.8,-2.9,-3.3,-2.8,-2.2,-0.9,0.1,0.6,0.4
WSPD,2.8635642126552705,3.0364452901377956,3.9115214431215892,5.3,5.189412298131649,4.0024992192379,3.5014282800023193,3.7483329627982624,4.517742799230607
