,2018-03-20 06:00:00,2018-03-20 09:00:00,2018-03-20 12:00:00,2018-03-20 15:00:00,2018-03-20 18:00:00,2018-03-20 21:00:00,2018-03-21 00:00:00,2018-03-21 03:00:00,2018-03-21 06:00:00
DWPC,-4.97,-4.93,-7.62,-7.72,-6.54,-6.06,-5.57,-5.55,-5.29
HCLD,99.0,97.0,80.0,81.0,78.0,80.0,90.0,100.0,100.0
LCLD,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,100.0,100.0,84.0,100.0,100.0,100.0,100.0,100.0,100.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,979.3,978.3,979.7,980.7,980.8,980.7,982.3,983.9,984.5
TMPC,2.94,1.14,-0.66,0.94,4.44,4.54,2.44,1.34,0.74
UWND,-6.5,-4.8,-3.6,-4.0,-2.1,-0.2,-0.3,-0.2,0.8
VWND,-5.9,-7.1,-7.2,-7.1,-7.1,-7.6,-7.0,-6.1,-5.4
WSPD,8.778382538941898,8.57029754442633,8.049844718999244,8.149233092751734,7.404052944165107,7.602631123499285,7.006425622241344,6.103277807866851,5.458937625582473
