,2012-06-11 06:00:00,2012-06-11 09:00:00,2012-06-11 12:00:00,2012-06-11 15:00:00,2012-06-11 18:00:00,2012-06-11 21:00:00,2012-06-12 00:00:00,2012-06-12 03:00:00,2012-06-12 06:00:00
DWPC,17.12,16.81,17.42,20.2,21.28,22.01,22.15,21.01,17.2
HCLD,53.0,36.0,68.0,62.0,2.0,40.0,96.0,96.0,78.0
LCLD,0.0,0.0,2.0,8.0,28.0,9.0,1.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,34.0,8.0,15.0,1.0
PRCP,0.0,0.0,0.0,0.0,0.06,2.05,3.51,0.7,0.0
PRES,986.1,985.1,985.1,984.8,984.1,983.5,983.4,984.9,986.6
TMPC,18.54,17.54,18.94,23.94,27.74,26.64,24.14,21.64,18.34
UWND,-0.9,-1.2,-1.4,0.3,1.9,3.5,2.4,2.9,3.0
VWND,2.6,2.5,2.9,3.4,3.2,1.0,0.1,-0.9,-2.9
WSPD,2.751363298439521,2.773084924772409,3.2202484376209237,3.413209633175202,3.721558813185679,3.640054944640259,2.4020824298928627,3.0364452901377956,4.172529209005013
