,2018-04-02 06:00:00,2018-04-02 09:00:00,2018-04-02 12:00:00,2018-04-02 15:00:00,2018-04-02 18:00:00,2018-04-02 21:00:00,2018-04-03 00:00:00,2018-04-03 03:00:00,2018-04-03 06:00:00
DWPC,-6.7,-8.23,-8.87,-4.42,0.89,1.45,2.02,3.28,4.62
HCLD,34.0,0.0,4.0,66.0,83.0,99.0,59.0,1.0,1.0
LCLD,29.0,0.0,0.0,0.0,8.0,100.0,100.0,100.0,100.0
MCLD,51.0,0.0,0.0,0.0,0.0,16.0,24.0,0.0,44.0
PRCP,0.0,0.0,0.0,0.0,0.01,0.07,0.29000000000000004,0.8799999999999999,2.06
PRES,993.2,992.8,991.9,991.6,990.0,986.1,984.3,983.2,980.2
TMPC,-5.16,-5.76,-5.66,-1.06,1.94,2.94,2.64,3.64,5.04
UWND,0.8,0.6,-1.5,-3.4,-2.8,-2.2,-2.3,-3.0,-3.2
VWND,-1.5,-1.8,-0.7,1.2,2.9,3.5,2.1,2.4,2.9
WSPD,1.7,1.8973665961010275,1.6552945357246849,3.605551275463989,4.031128874149275,4.1340053217188775,3.1144823004794873,3.8418745424597094,4.318564576337837
