,2010-07-14 06:00:00,2010-07-14 09:00:00,2010-07-14 12:00:00,2010-07-14 15:00:00,2010-07-14 18:00:00,2010-07-14 21:00:00,2010-07-15 00:00:00,2010-07-15 03:00:00,2010-07-15 06:00:00
DWPC,19.67,18.87,19.98,22.02,21.73,22.87,25.3,21.7,19.89
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,1.0,-9999.0,0.0,2.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,987.0,987.3,989.2,989.5,988.9,987.5,986.8,988.4,988.1
TMPC,20.44,19.74,21.44,27.24,30.84,31.84,29.84,26.04,25.54
UWND,-1.3,-1.0,-0.6,-1.2,-0.7,0.8,-0.5,-1.3,-0.1
VWND,1.0,1.4,1.6,1.9,2.8,2.7,2.0,2.7,3.6
WSPD,1.6401219466856727,1.7204650534085253,1.7088007490635064,2.247220505424423,2.886173937932362,2.816025568065745,2.0615528128088303,2.9966648127543394,3.6013886210738213
