,2014-10-28 06:00:00,2014-10-28 09:00:00,2014-10-28 12:00:00,2014-10-28 15:00:00,2014-10-28 18:00:00,2014-10-28 21:00:00,2014-10-29 00:00:00,2014-10-29 03:00:00,2014-10-29 06:00:00
DWPC,13.55,14.98,14.44,5.92,3.53,2.86,2.86,3.0,3.26
HCLD,100.0,100.0,98.0,99.0,13.0,1.0,75.0,94.0,84.0
LCLD,16.0,6.0,84.0,38.0,0.0,0.0,0.0,0.0,0.0
MCLD,9.0,96.0,90.0,1.0,1.0,0.0,0.0,2.0,2.0
PRCP,0.0,4.84,3.26,0.04,0.0,0.0,0.0,0.0,0.0
PRES,980.1,979.9,982.5,985.4,986.6,986.3,988.0,989.6,989.9
TMPC,16.94,16.34,16.04,13.44,16.04,15.74,11.64,10.24,8.64
UWND,2.4,3.8,5.8,5.1,6.3,6.3,4.0,3.7,3.5
VWND,6.0,6.0,-1.7,-2.2,-0.3,0.2,-0.3,-0.8,0.0
WSPD,6.4621977685614045,7.102112361825881,6.04400529450463,5.554277630799526,6.307138812488591,6.30317380372777,4.011234224026316,3.78549864614954,3.5
