,2015-09-24 06:00:00,2015-09-24 09:00:00,2015-09-24 12:00:00,2015-09-24 15:00:00,2015-09-24 18:00:00,2015-09-24 21:00:00,2015-09-25 00:00:00,2015-09-25 03:00:00,2015-09-25 06:00:00
DWPC,8.39,8.96,10.56,11.88,10.53,8.86,10.02,9.17,8.1
HCLD,13.0,43.0,75.0,87.0,63.0,54.0,66.0,95.0,97.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,995.0,995.0,995.6,996.5,995.6,993.6,993.9,995.2,995.1
TMPC,16.24,14.74,14.14,21.64,26.54,27.34,21.14,18.54,16.44
UWND,-4.0,-3.5,-3.6,-3.8,-4.1,-4.4,-3.2,-3.9,-3.5
VWND,0.2,-0.6,0.0,0.4,-0.8,-0.9,-2.0,-1.7,-2.5
WSPD,4.004996878900157,3.5510561809129406,3.6,3.82099463490856,4.177319714841085,4.491102314577124,3.773592452822642,4.254409477236529,4.301162633521313
