,2017-03-25 06:00:00,2017-03-25 09:00:00,2017-03-25 12:00:00,2017-03-25 15:00:00,2017-03-25 18:00:00,2017-03-25 21:00:00,2017-03-26 00:00:00,2017-03-26 03:00:00,2017-03-26 06:00:00
DWPC,13.64,13.52,13.47,13.22,13.09,13.44,13.44,13.42,13.01
HCLD,100.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0
LCLD,97.0,5.0,47.0,87.0,95.0,100.0,98.0,98.0,94.0
MCLD,53.0,93.0,93.0,36.0,44.0,95.0,97.0,98.0,94.0
PRCP,0.0,0.1,1.01,0.16,0.47,0.15,0.62,0.74,1.58
PRES,989.4,986.9,985.6,985.9,985.7,984.5,984.4,984.2,982.6
TMPC,14.64,14.24,14.84,15.54,16.14,15.64,15.04,14.64,13.94
UWND,-0.6,-3.5,-4.2,-1.8,-1.0,-1.9,-3.7,-3.6,-3.1
VWND,5.5,5.0,7.4,6.2,8.2,5.5,5.3,5.3,4.5
WSPD,5.532630477449222,6.103277807866851,8.508818954473059,6.45600495662759,8.260750571225353,5.818934610390462,6.463745044476925,6.407027391856539,5.4644304369257
