,2015-09-09 06:00:00,2015-09-09 09:00:00,2015-09-09 12:00:00,2015-09-09 15:00:00,2015-09-09 18:00:00,2015-09-09 21:00:00,2015-09-10 00:00:00,2015-09-10 03:00:00,2015-09-10 06:00:00
DWPC,21.02,20.8,20.26,20.2,19.92,20.05,19.02,16.75,14.99
HCLD,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
LCLD,36.0,71.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,88.0,100.0,94.0,13.0,1.0,0.0,0.0,0.0,0.0
PRCP,0.0,5.95,3.33,2.47,1.63,1.17,0.33,0.0,0.0
PRES,985.3,985.0,984.7,985.9,986.1,985.5,986.0,987.3,986.6
TMPC,22.64,21.94,21.74,23.94,24.74,24.54,21.54,18.74,16.94
UWND,1.4,0.6,-0.4,0.9,-1.4,-1.9,-2.5,-2.2,-2.5
VWND,0.2,1.6,2.0,0.2,-2.1,-3.7,-4.1,-4.0,-3.0
WSPD,1.414213562373095,1.7088007490635064,2.039607805437114,0.9219544457292888,2.5238858928247927,4.159326868617084,4.802082881417188,4.565084884205331,3.905124837953327
