,2013-07-23 06:00:00,2013-07-23 09:00:00,2013-07-23 12:00:00,2013-07-23 15:00:00,2013-07-23 18:00:00,2013-07-23 21:00:00,2013-07-24 00:00:00,2013-07-24 03:00:00,2013-07-24 06:00:00
DWPC,20.71,20.27,20.6,22.61,21.73,20.19,19.41,16.31,12.95
HCLD,0.0,0.0,20.0,31.0,1.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.07,0.08,0.01,0.0,0.0
PRES,981.3,980.8,981.9,981.9,982.8,983.1,984.3,987.5,987.8
TMPC,21.44,20.74,21.34,26.04,27.64,26.04,22.24,16.84,13.64
UWND,2.3,1.9,3.0,2.7,2.2,1.1,-0.3,-2.2,-1.9
VWND,0.8,1.4,0.6,-1.8,-3.8,-4.4,-3.1,-2.3,-2.8
WSPD,2.435159132377184,2.360084744241189,3.059411708155671,3.2449961479175906,4.39089968002003,4.535416188179427,3.1144823004794877,3.1827660925679098,3.383784863137726
